개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,권리주체일련번호,데이터갱신시점,도로명주소,상세업무구분명,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
3040000,304000004820180071,2018-10-31,,영업/정상,,,,,0,,05004,이쁘개멋있개,I,000,2026-05-06 22:03:54,"서울특별시 광진구 군자로 **, *층 (군자동)",,정상,0000,01,0264391253,206230.35683748     ,449914.027616026    ,서울특별시 광진구 군자동 ***-* ,2025-11-12 14:29:50
3040000,304000004820190002,2019-03-11,,영업/정상,,,,,0,,05052,컴투펫 위탁보호센터 서울점,I,L00,2026-05-06 22:03:54,"서울특별시 광진구 자양로 **, *층 (자양동)",,정상,0000,01,,207479.773457925    ,447846.233112232    ,서울특별시 광진구 자양동 ***-** ,2023-03-23 11:32:30
3040000,304000004820190013,2019-10-08,,영업/정상,,,,,0,,05093,김언니 펫살롱,I,000,2026-05-06 22:03:54,"서울특별시 광진구 자양번영로*길 *, *층 (자양동)",,정상,0000,01,024566996,206511.740411572    ,447611.91267031     ,서울특별시 광진구 자양동 ***-** ,2022-12-05 14:28:00
3040000,304000004820210008,2021-08-26,,영업/정상,,,,,0,,04921,toutou miel,I,000,2026-05-06 22:03:55,서울특별시 광진구 긴고랑로 **(중곡동),,정상,0000,01,,207235.581247334    ,451072.124043842    ,서울특별시 광진구 중곡동 **-* ,2022-04-28 18:11:05
3040000,304000004820220001,2022-08-19,,영업/정상,,,,,0,,04976,광진동물의료센터,I,000,2026-05-06 22:03:55,서울특별시 광진구 광나루로 ***(구의동),,정상,0000,01,024574545,207526.590151138    ,449223.749584778    ,서울특별시 광진구 구의동 **-** ,2022-08-19 09:52:15
3040000,304000004820220002,2022-11-09,,영업/정상,,,,,0,,05102,버블링-나비야,I,000,2026-05-06 22:03:56,"서울특별시 광진구 뚝섬로 ***, *층 (자양동)",,정상,0000,01,,207349.510653919    ,447708.939689927    ,서울특별시 광진구 자양동 ***-** ,2026-01-29 14:46:56
3040000,304000004820220003,2022-11-15,,영업/정상,,,,,0,,04922,댕댕큘럼,I,000,2026-05-06 22:03:56,"서울특별시 광진구 긴고랑로 **, *층 (중곡동)",,정상,0000,01,,207396.728768095    ,450958.047170467    ,서울특별시 광진구 중곡동 **-** *층 ,2022-11-15 09:12:20
3040000,304000004820230001,2023-05-09,,영업/정상,,,,,0,,05022,가히애견,I,000,2026-05-06 22:03:56,"서울특별시 광진구 광나루로 ***, 동일빌딩 *층 ***호 (화양동)",,정상,0000,01,07080193944,206866.457189607    ,449241.56138495     ,서울특별시 광진구 화양동 ***-* 동일빌딩 ,2023-05-09 09:42:19
3040000,304000004820230003,2023-05-24,,영업/정상,,,,,0,,05077,도그니엘,I,000,2026-05-06 22:03:56,"서울특별시 광진구 능동로*길 **, 지하*층 (자양동)",,정상,0000,01,,205731.381901154    ,448318.068884971    ,서울특별시 광진구 자양동 ***-*** ,2023-05-24 16:51:24
3040000,304000004820240001,2024-05-22,,영업/정상,,,,,0,,05071,털로덮인 친구들 커먼그라운드점,I,000,2026-05-06 22:03:57,"서울특별시 광진구 아차산로 ***, 커먼그라운드 *층 (자양동)",,정상,0000,01,,205758.816662193    ,448768.161400623    ,서울특별시 광진구 자양동 **-* 커먼그라운드 *층 ,2025-09-16 11:04:12
3040000,304000004820240002,2024-11-07,,영업/정상,,,,,0,,04907,애니멀스쿨,I,000,2026-05-06 22:03:57,"서울특별시 광진구 긴고랑로*길 **, *층 (중곡동)",,정상,0000,01,,207040.514604653    ,451550.830682034    ,서울특별시 광진구 중곡동 ***-** *층 ,2024-11-07 09:25:22
3040000,304000004820180016,2018-05-25,,폐업,2018-09-05,,,,0,,05074,로얄도그앤캣메디컬센터,I,000,2026-05-06 22:03:48,서울특별시 광진구 능동로 ** (자양동),,폐업,0002,03,,205969.966011569    ,448175.917404606    ,서울특별시 광진구 자양동 ***-* 영지빌딩 ,2022-04-28 18:10:53
3050000,305000004820260001,2026-03-09,,영업/정상,,,,,0,,02584,뽀독,I,000,2026-05-09 22:03:20,"서울특별시 동대문구 왕산로 **, 동대문한양아이클래스 *층 ***호 (용두동)",,정상,0000,01,,202701.73182542     ,452825.237783414    ,서울특별시 동대문구 용두동 ***-* 동대문한양아이클래스 ,2026-03-09 10:57:41
3050000,305000004820180036,2018-08-30,,폐업,2022-03-11,,,,0,,02523,현대종합펫(현대동물병원),I,000,2026-05-09 22:03:18,서울특별시 동대문구 답십리로 *** (장안동),,폐업,0002,03,0222127596,206384.176300093    ,452248.684634996    ,서울특별시 동대문구 장안동 ***-* ,2022-04-28 18:10:50
3050000,305000004820180003,2018-04-25,,폐업,2019-02-02,,,,0,,02625,나도그냥(ts),I,000,2026-05-09 22:03:17,"서울특별시 동대문구 한천로**길 **-*, *층 (장안동)",,폐업,0002,03,,205952.506670626    ,451814.915620366    ,서울특별시 동대문구 장안동 ***-* ,2022-04-28 18:10:49
3050000,305000004820180016,2018-07-09,,폐업,2020-05-15,,,,0,,02643,아인스 동물병원,I,000,2026-05-09 22:03:17,"서울특별시 동대문구 장한로 **, *층 (장안동)",,폐업,0002,03,0222130075,205883.994796584    ,451422.978298566    ,서울특별시 동대문구 장안동 ***-* ,2022-04-28 18:10:49
3050000,305000004820180019,2018-07-30,,폐업,2024-01-31,,,,0,,02418,바론 동물의료센터,I,000,2026-05-09 22:03:17,"서울특별시 동대문구 이문로 ***, *층 ***,***호 (이문동, 이문동 웰츠타워)",,폐업,0002,03,029650075,205396.363734301    ,455131.683241064    ,서울특별시 동대문구 이문동 ***-** 이문동 웰츠타워 ,2024-01-31 14:37:09
3050000,305000004820180034,2018-08-14,,폐업,2022-10-14,,,,0,,02605,하이유 동물병원,I,000,2026-05-09 22:03:18,서울특별시 동대문구 전농로 **-* (답십리동),,폐업,0002,03,0222427510,204869.688144425    ,451594.33252299     ,서울특별시 동대문구 답십리동 ***-** ,2022-10-14 15:21:12
3050000,305000004820180053,2018-10-01,,폐업,2022-11-01,,,,0,,02625,"페트로(Petro, 동물병원)",I,000,2026-05-09 22:03:18,서울특별시 동대문구 장한로 ** (장안동),,폐업,0002,03,0222497600,205982.759360923    ,451734.237203662    ,서울특별시 동대문구 장안동 ***-* ,2023-01-25 13:58:20
3050000,305000004820180065,2018-11-12,,폐업,2020-01-01,,,,0,,02432,도도한 사랑,I,000,2026-05-09 22:03:18,서울특별시 동대문구 외대역동로 **-* (휘경동),,폐업,0002,03,029631676,205657.071206262    ,454519.340081307    ,서울특별시 동대문구 휘경동 ***-** ,2022-04-28 18:10:50
3050000,305000004820180069,2018-12-24,,폐업,2024-07-18,,,,0,,02466,도그 하우스,I,000,2026-05-09 22:03:18,"서울특별시 동대문구 회기로 **, *층 (제기동)",,폐업,0002,03,,203406.408129168    ,454302.424161172    ,서울특별시 동대문구 제기동 ****-* ,2024-07-18 15:36:42
3050000,305000004820190004,2019-02-26,,폐업,2025-04-02,,,,0,,02425,시현펫살롱,I,000,2026-05-09 22:03:19,"서울특별시 동대문구 한천로 ***, *층 (이문동)",,폐업,0002,03,029677900,205893.812112966    ,455132.394753402    ,서울특별시 동대문구 이문동 ***-** ,2025-04-03 16:58:00
3050000,305000004820190020,2019-12-10,,폐업,2023-11-15,,,,0,,02641,꽃길만 걷개,I,000,2026-05-09 22:03:19,"서울특별시 동대문구 장한로**길 **, *층 (장안동)",,폐업,0002,03,,206453.980260918    ,451744.383087562    ,서울특별시 동대문구 장안동 ***-* ,2023-11-20 21:05:41
3050000,305000004820200002,2020-01-20,,폐업,2022-02-24,,,,0,,02513,펫샵몽,I,000,2026-05-09 22:03:19,"서울특별시 동대문구 장안벚꽃로*길 **, 상가동 *층 ***호 (휘경동, 휘경베스트빌현대아파트)",,폐업,0002,03,0222125079,206483.555525111    ,453265.197034985    ,서울특별시 동대문구 휘경동 ** 휘경베스트빌현대아파트 ,2022-04-28 18:10:51
3050000,305000004820200016,2020-09-17,,폐업,2022-07-01,,,,0,,02606,아이원 동물병원,I,000,2026-05-09 22:03:19,"서울특별시 동대문구 전농로 **, *층 (답십리동)",,폐업,0002,03,0222178930,205018.210432587    ,452185.824073309    ,서울특별시 동대문구 답십리동 **-* ,2022-08-01 14:52:28
3050000,305000004820210007,2021-11-02,,폐업,2022-12-08,,,,0,,02615,사랑스럽개,I,000,2026-05-09 22:03:19,"서울특별시 동대문구 전농로*길 *, 답십리현대시장 (답십리동)",,폐업,0002,03,,205042.380075884    ,451682.339489974    ,서울특별시 동대문구 답십리동 **-** 답십리현대시장 ,2022-12-12 10:58:51
3050000,305000004820230001,2023-03-23,,폐업,2025-04-11,,,,0,,02446,묘성급호텔,I,F00,2026-05-09 22:03:19,"서울특별시 동대문구 회기로 ***, *층 (휘경동)",,폐업,0002,03,,204960.319549724    ,454162.209821034    ,서울특별시 동대문구 휘경동 ***-* ,2025-04-09 16:41:22
3050000,305000004820230003,2023-09-13,,영업/정상,,,,,0,,02637,킁킁킁애견유치원&호텔,I,000,2026-05-09 22:03:19,"서울특별시 동대문구 답십리로 ***, 미가마하나임 지하*층 B**호 (장안동)",,정상,0000,01,,206444.338328365    ,452187.090320126    ,서울특별시 동대문구 장안동 ***-* ,2023-09-13 17:14:29
3050000,305000004820230004,2023-10-31,,영업/정상,,,,,0,,02628,코코보노 고양이호텔,I,000,2026-05-09 22:03:19,"서울특별시 동대문구 한천로**길 **, *층 (장안동)",,정상,0000,01,07082797539,205755.646331809    ,451616.517532925    ,서울특별시 동대문구 장안동 ***-** ,2023-10-31 09:14:58
3050000,305000004820240001,2024-08-14,,영업/정상,,,,,0,,02453,개귀여워,I,000,2026-05-09 22:03:19,"서울특별시 동대문구 경희대로 *, *층 (회기동)",,정상,0000,01,,204576.94200714     ,454391.545875285    ,서울특별시 동대문구 회기동 **-** *층 ,2024-08-14 15:56:21
3050000,305000004820250001,2025-01-24,,영업/정상,,,,,0,,02615,놀러오개 애견유치원 애견호텔 동대문점,I,000,2026-05-09 22:03:20,"서울특별시 동대문구 전농로 **, 답십리포레스트스퀘어 ***호 (답십리동)",,정상,0000,01,0233904087,205004.375356464    ,451748.804705554    ,서울특별시 동대문구 답십리동 **-* 답십리포레스트스퀘어 ,2025-01-24 14:53:42
3050000,305000004820250002,2025-02-12,,영업/정상,,,,,0,,02610,땅콩 동물병원,I,000,2026-05-09 22:03:20,"서울특별시 동대문구 답십리로 ***-*, *층 (답십리동)",,정상,0000,01,0233947075,205696.046346636    ,452256.64849964     ,서울특별시 동대문구 답십리동 *-*** ,2025-02-12 15:40:40
3050000,305000004820250003,2025-04-15,,영업/정상,,,,,0,,02446,묘성급호텔,I,F00,2026-05-09 22:03:20,"서울특별시 동대문구 회기로 ***, *층 (휘경동)",,정상,0000,01,,204960.319549724    ,454162.209821034    ,서울특별시 동대문구 휘경동 ***-* ,2025-04-15 09:54:40
3050000,305000004820250004,2025-08-18,,영업/정상,,,,,0,,02550,코리스테이,I,000,2026-05-09 22:03:20,"서울특별시 동대문구 답십리로**나길 **, *층 (전농동)",,정상,0000,01,,204580.457999892    ,453066.941500343    ,서울특별시 동대문구 전농동 ***-* ,2025-08-18 09:02:06
3050000,305000004820250005,2025-08-22,,영업/정상,,,,,0,,02639,Happiness Play Dog,I,000,2026-05-09 22:03:20,"서울특별시 동대문구 장한로 ***, 힐스테이트 장안 센트럴 B***호 (장안동)",,정상,0000,01,,206199.953197537    ,451997.934849601    ,서울특별시 동대문구 장안동 ***-* 힐스테이트 장안 센트럴 ,2025-08-22 09:50:55
3050000,305000004820180005,2018-04-25,,영업/정상,,,,,0,,02625,미니 앤 바니 애견샵,I,000,2026-05-09 22:03:17,"서울특별시 동대문구 장한로 **, 장안현대벤처빌 *층 ***호 (장안동)",,정상,0000,01,0233945705,206009.495097994    ,451806.846262685    ,서울특별시 동대문구 장안동 ***-* 장안현대벤처빌 ,2022-04-28 18:10:49
3050000,305000004820180007,2018-04-25,,영업/정상,,,,,0,,02540,퍼피테일,I,000,2026-05-09 22:03:17,"서울특별시 동대문구 전농로 **, *층 (답십리동)",,정상,0000,01,0233948588,204991.379210797    ,452363.968760743    ,서울특별시 동대문구 답십리동 ***-* ,2022-04-28 18:10:49
3050000,305000004820180012,2018-07-04,,영업/정상,,,,,0,,02566,엘 동물병원,I,000,2026-05-09 22:03:17,"서울특별시 동대문구 고산자로 ***, *층 (용두동)",,정상,0000,01,0232953927,203271.574528007    ,452475.417502572    ,서울특별시 동대문구 용두동 **-** ,2022-04-28 18:10:49
3050000,305000004820180017,2018-07-30,,영업/정상,,,,,0,,02598,더케이 동물병원,I,000,2026-05-09 22:03:17,"서울특별시 동대문구 답십리로 ***, 세기프라자 *층 ***호 (답십리동)",,정상,0000,01,0222138875,204845.874285687    ,452243.87695363     ,서울특별시 동대문구 답십리동 ****-* 세기프라자 ,2022-04-28 18:10:49
3050000,305000004820180022,2018-07-30,,영업/정상,,,,,0,,02484,디아크 동물병원,I,000,2026-05-09 22:03:18,서울특별시 동대문구 홍릉로 **-* (청량리동),,정상,0000,01,029607501,203775.346834306    ,453738.49406193     ,서울특별시 동대문구 청량리동 *** ,2022-04-28 18:10:49
3050000,305000004820180023,2018-07-30,,영업/정상,,,,,0,,02597,뉴월드 동물병원,I,000,2026-05-09 22:03:18,"서울특별시 동대문구 천호대로 ***, *층 (답십리동)",,정상,0000,01,0222125233,204122.386097777    ,452061.863009822    ,서울특별시 동대문구 답십리동 ***-** ,2022-04-28 18:10:49
3050000,305000004820180028,2018-08-03,,영업/정상,,,,,0,,02529,스마트 동물병원,I,000,2026-05-09 22:03:18,서울특별시 동대문구 한천로 *** (장안동),,정상,0000,01,0222420175,205908.898385821    ,452581.997774717    ,서울특별시 동대문구 장안동 *** ,2023-07-05 08:57:57
3050000,305000004820180030,2018-08-14,,영업/정상,,,,,0,,02642,그루밍살롱 마루네,I,000,2026-05-09 22:03:18,"서울특별시 동대문구 장한로**길 **, *층 (장안동)",,정상,0000,01,,206247.047112107    ,451427.413843887    ,서울특별시 동대문구 장안동 ***-* ,2022-04-28 18:10:49
3050000,305000004820180037,2018-08-30,,영업/정상,,,,,0,,02522,둥글개 둥글개,I,000,2026-05-09 22:03:18,"서울특별시 동대문구 장한로**길 **, 상가동 *층 (장안동, 삼성그린아파트)",,정상,0000,01,0222422249,206455.710665332    ,452564.893433551    ,서울특별시 동대문구 장안동 ***-** 삼성그린아파트 ,2022-04-28 18:10:50
3050000,305000004820180044,2018-09-06,,영업/정상,,,,,0,,02507,주주 동물병원,I,000,2026-05-09 22:03:18,서울특별시 동대문구 사가정로 *** (전농동),,정상,0000,01,0222441081,205096.03189952     ,452842.927086522    ,서울특별시 동대문구 전농동 **-** ,2022-04-28 18:10:50
3050000,305000004820180048,2018-09-17,,영업/정상,,,,,0,,02600,까네지노,I,000,2026-05-09 22:03:18,"서울특별시 동대문구 전농로 **, *층 (답십리동)",,정상,0000,01,0233948542,204953.743401562    ,451837.801099861    ,서울특별시 동대문구 답십리동 ***-* ,2022-04-28 18:10:50
3050000,305000004820180050,2018-09-17,,영업/정상,,,,,0,,02640,버블독,I,000,2026-05-09 22:03:18,"서울특별시 동대문구 장한로 **, 금룡빌딩 ***호 (장안동)",,정상,0000,01,,205977.630093899    ,451595.719707238    ,서울특별시 동대문구 장안동 ***-* ,2022-04-28 18:10:50
3050000,305000004820180056,2018-10-05,,영업/정상,,,,,0,,02512,마이티 그루밍(동대문점),I,000,2026-05-09 22:03:18,"서울특별시 동대문구 한천로**가길 *, *층 (휘경동)",,정상,0000,01,0222426547,206034.029037379    ,453340.079362889    ,서울특별시 동대문구 휘경동 **-*** ,2022-04-28 18:10:50
3050000,305000004820180059,2018-10-05,,영업/정상,,,,,0,,02553,아띠 동물의료센터,I,000,2026-05-09 22:03:18,서울특별시 동대문구 사가정로 ** (전농동),,정상,0000,01,0262428275,204553.458408807    ,452384.461701131    ,서울특별시 동대문구 전농동 ***-** ,2022-04-28 18:10:50
3050000,305000004820190007,2019-04-01,,영업/정상,,,,,0,,02441,빈스독,I,000,2026-05-09 22:03:19,"서울특별시 동대문구 휘경로*가길 **, 행복하우스 *,*층 (이문동)",,정상,0000,01,,205403.420289651    ,454779.715425813    ,서울특별시 동대문구 이문동 ***-** 행복하우스 ,2025-02-11 09:03:08
3050000,305000004820190012,2019-06-17,,영업/정상,,,,,0,,02599,펫119,I,L00,2026-05-09 22:03:19,"서울특별시 동대문구 전농로 **-**, *층 (답십리동)",,정상,0000,01,025935119,204899.885465546    ,452139.451366444    ,서울특별시 동대문구 답십리동 ***-** ,2022-04-28 18:10:51
3050000,305000004820190015,2019-10-25,,영업/정상,,,,,0,,02637,견우,I,000,2026-05-09 22:03:19,"서울특별시 동대문구 장한로 ***, *층 (장안동)",,정상,0000,01,,206255.326876991    ,452142.790091635    ,서울특별시 동대문구 장안동 ***-* ,2022-04-28 18:10:51
3050000,305000004820190018,2019-11-06,,영업/정상,,,,,0,,02427,사랑해줄개,I,000,2026-05-09 22:03:19,서울특별시 동대문구 외대역동로 ** (이문동),,정상,0000,01,,205682.306828424    ,454840.55319131     ,서울특별시 동대문구 이문동 **-** ,2022-04-28 18:10:51
3050000,305000004820200005,2020-03-26,,영업/정상,,,,,0,,02552,제연동물병원,I,000,2026-05-09 22:03:19,"서울특별시 동대문구 답십리로 **, *층 (전농동)",,정상,0000,01,0222427975,204313.869527831    ,452538.14193671     ,서울특별시 동대문구 전농동 ***-* ,2022-04-28 18:10:51
3050000,305000004820200010,2020-05-11,,영업/정상,,,,,0,,02484,푸른종합동물병원,I,000,2026-05-09 22:03:19,"서울특별시 동대문구 홍릉로 **-*, *층 (청량리동)",,정상,0000,01,029637582,203823.018467941    ,453587.707759897    ,서울특별시 동대문구 청량리동 *** ,2022-04-28 18:10:51
3050000,305000004820200014,2020-07-19,,영업/정상,,,,,0,,02627,호야펫살롱,I,000,2026-05-09 22:03:19,"서울특별시 동대문구 답십리로**길 ***, *층 (장안동)",,정상,0000,01,,205692.578130174    ,451736.542270929    ,서울특별시 동대문구 장안동 ***-* ,2022-04-28 18:10:51
3050000,305000004820210002,2021-01-21,,영업/정상,,,,,0,,02522,신나개,I,000,2026-05-09 22:03:19,"서울특별시 동대문구 답십리로**길 **, 이제이빌딩 *층 ***호 (장안동)",,정상,0000,01,0222153353,206465.013697789    ,452586.826063053    ,서울특별시 동대문구 장안동 ***-** 이제이빌딩 ***호,2023-01-12 09:40:10
3050000,305000004820220002,2022-02-25,,영업/정상,,,,,0,,02571,도그어스플래닛,I,000,2026-05-09 22:03:19,"서울특별시 동대문구 고산자로**길 *, 경동시장 *층 (제기동)",,정상,0000,01,,203403.019535366    ,452985.725419514    ,서울특별시 동대문구 제기동 **** 경동시장 ,2022-04-28 18:10:51
3050000,305000004820220005,2022-04-14,,취소/말소/만료/정지/중지,,,,,0,,02624,정말귀엽개,I,000,2026-05-09 22:03:19,서울특별시 동대문구 장한로**길 **(장안동),,말소,0004,04,,206003.438141358    ,451999.257496897    ,서울특별시 동대문구 장안동 ***-** ,2022-04-28 18:10:51
3050000,305000004820230002,2023-06-28,,영업/정상,,,,,0,,02606,우다다 유치원,I,000,2026-05-09 22:03:19,"서울특별시 동대문구 전농로 **, 일운빌딩 *층 (답십리동)",,정상,0000,01,,205018.210432587    ,452185.824073309    ,서울특별시 동대문구 답십리동 **-* ,2023-06-28 09:03:14
3060000,306000004820230002,2023-06-07,,폐업,2025-06-20,,,,0,,02237,멍도레,I,000,2026-05-09 22:33:29,"서울특별시 중랑구 사가정로**길 **, *층 (면목동)",,폐업,0002,03,,207518.303074017    ,453042.673964201    ,서울특별시 중랑구 면목동 ***-* ,2025-06-20 18:05:48
3060000,306000004820200010,2020-08-26,,폐업,2026-01-15,,,,0,,02057,내안에너있DOG,I,000,2026-05-09 22:33:29,"서울특별시 중랑구 용마산로 ***, c동 ***호 (망우동, 신내역 프라디움 더 테라스)",,폐업,0002,03,,208947.072330515    ,456501.735079654    ,서울특별시 중랑구 망우동 *** 신내역 프라디움 더 테라스 ,2026-01-15 15:11:11
3060000,306000004820240002,2024-03-18,,폐업,2025-04-14,,,,0,,02182,고양이 쉼터,I,000,2026-05-09 22:33:30,"서울특별시 중랑구 용마산로 ***, 상아빌딩 *층 ***호 (망우동)",,폐업,0002,03,,208781.999418607    ,454740.62692431     ,서울특별시 중랑구 망우동 ***-* 상아빌딩 ,2025-04-14 17:21:36
3060000,306000004820180019,2018-05-31,,폐업,2020-10-06,,,,0,,02166,쿨한 강아지,I,000,2026-05-09 22:33:27,"서울특별시 중랑구 망우로**길 **, *층 (망우동)",,폐업,0002,03,,208704.76519407     ,454894.431731767    ,서울특별시 중랑구 망우동 ***-** ,2022-04-28 18:11:05
3060000,306000004820180026,2018-06-27,,폐업,2019-12-30,,,,0,,02220,춘살롱,I,000,2026-05-09 22:33:27,"서울특별시 중랑구 면목로**길 **, 안성슈퍼 (면목동)",,폐업,0002,03,,207605.713564106    ,453569.062135937    ,서울특별시 중랑구 면목동 ***-** 안성슈퍼 ,2022-04-28 18:11:05
3060000,306000004820180030,2018-07-04,,폐업,2018-11-14,,,,0,,02033,태능동물병원 펫샵,I,000,2026-05-09 22:33:27,"서울특별시 중랑구 동일로 ***, *층 (묵동)",,폐업,0002,03,,206780.207620819    ,456698.48946494     ,서울특별시 중랑구 묵동 ***-* ,2022-04-28 18:11:05
3060000,306000004820180032,2018-07-04,,폐업,2022-06-30,,,,0,,02237,진실이네 애견샵,I,000,2026-05-09 22:33:27,"서울특별시 중랑구 면목로**길 **, *층 (면목동)",,폐업,0002,03,,207425.411590408    ,452920.833681377    ,서울특별시 중랑구 면목동 ***-** ,2022-12-28 13:36:28
3060000,306000004820180043,2018-08-20,,폐업,2020-02-27,,,,0,,02007,펫피,I,000,2026-05-09 22:33:28,"서울특별시 중랑구 중랑역로 ***-*, *층 (묵동)",,폐업,0002,03,,206618.898401536    ,456531.726268462    ,서울특별시 중랑구 묵동 ***-** ,2022-04-28 18:11:06
3060000,306000004820180044,2018-08-20,,폐업,2019-09-03,,,,0,,02034,개편한 세상,I,000,2026-05-09 22:33:28,"서울특별시 중랑구 공릉로 **, *층 (묵동)",,폐업,0002,03,,206827.149986858    ,456765.489911668    ,서울특별시 중랑구 묵동 ***-* ,2022-04-28 18:11:06
3060000,306000004820180046,2018-08-29,,폐업,2022-10-11,,,,0,,02001,수애견,I,000,2026-05-09 22:33:28,"서울특별시 중랑구 중랑천로 ***, 해명빌딩 *층 (묵동)",,폐업,0002,03,,206593.773566728    ,457103.190215478    ,서울특별시 중랑구 묵동 ***-*** 해명빌딩 ,2022-11-23 17:49:57
3060000,306000004820180061,2018-09-27,,폐업,2022-01-19,,,,0,,02145,우아하개,I,000,2026-05-09 22:33:28,"서울특별시 중랑구 면목로**길 ** (면목동, 플러스빌)",,폐업,0002,03,,207480.182107993    ,454025.138558528    ,서울특별시 중랑구 면목동 ***-** 플러스빌 ,2022-04-28 18:11:06
3060000,306000004820180078,2018-11-23,,폐업,2022-02-16,,,,0,,02033,태능동물병원 펫샵,I,000,2026-05-09 22:33:28,"서울특별시 중랑구 동일로 ***, *층 (묵동)",,폐업,0002,03,07077809519,206780.207620819    ,456698.48946494     ,서울특별시 중랑구 묵동 ***-* ,2022-04-28 18:11:07
3060000,306000004820180080,2018-12-17,,폐업,2025-07-04,,,,0,,02014,말랑말랑,I,000,2026-05-09 22:33:28,"서울특별시 중랑구 중랑역로 ***, 승진학원 B*층 (중화동)",,폐업,0002,03,,206773.731001192    ,455752.030472761    ,서울특별시 중랑구 중화동 ***-** 승진학원 ,2025-07-04 17:12:27
3060000,306000004820190005,2019-03-11,,폐업,2025-04-29,,,,0,,02221,개발소,I,000,2026-05-09 22:33:29,서울특별시 중랑구 면목로**길 ** (면목동),,폐업,0002,03,,207560.338073464    ,453405.540015923    ,서울특별시 중랑구 면목동 ***-** ,2025-04-29 14:12:16
3060000,306000004820190015,2019-07-30,,폐업,2022-08-28,,,,0,,02248,카페개인,I,F00,2026-05-09 22:33:29,서울특별시 중랑구 동일로 ***-* (면목동),,폐업,0002,03,,206981.443756895    ,452422.584189673    ,서울특별시 중랑구 면목동 ***-*** ,2022-12-30 11:56:28
3060000,306000004820190018,2019-08-02,,폐업,2020-02-28,,,,0,,02192,멍냥캐슬,I,000,2026-05-09 22:33:29,"서울특별시 중랑구 용마산로 ***, gs**시 *층 (면목동)",,폐업,0002,03,,208430.677480744    ,453944.188797295    ,서울특별시 중랑구 면목동 **-* gs**시 ,2022-04-28 18:11:07
3060000,306000004820190019,2019-09-04,,폐업,2022-12-28,,,,0,,02212,지앤에프,I,000,2026-05-09 22:33:29,"서울특별시 중랑구 용마산로 ***, *층 (면목동)",,폐업,0002,03,,208160.580250842    ,453272.155473688    ,서울특별시 중랑구 면목동 ***-** ,2022-12-28 16:15:11
3060000,306000004820200001,2020-01-06,,폐업,2021-04-15,,,,0,,02164,킹스독,I,000,2026-05-09 22:33:29,"서울특별시 중랑구 용마산로***길 *, *층 (망우동)",,폐업,0002,03,,208750.090497508    ,455214.260263054    ,서울특별시 중랑구 망우동 ***-* ,2022-04-28 18:11:08
3060000,306000004820210015,2021-06-23,,폐업,2024-02-13,,,,0,,02014,마리앤독,I,000,2026-05-09 22:33:29,"서울특별시 중랑구 중랑역로 ***, 한서빌딩 *층 (중화동)",,폐업,0002,03,024873424,206777.237166986    ,455769.21428823     ,서울특별시 중랑구 중화동 ***-** 한서빌딩 ,2024-02-13 13:35:26
3060000,306000004820220006,2022-03-03,,폐업,2025-05-20,,,,0,,02067,독 블레스 유,I,000,2026-05-09 22:33:29,"서울특별시 중랑구 봉화산로**길 **, ***호 (신내동)",,폐업,0002,03,,208603.611168229    ,456007.276852786    ,서울특별시 중랑구 신내동 ***-* ,2025-05-20 17:01:32
3060000,306000004820220007,2022-03-22,,폐업,2022-12-05,,,,0,,02031,강아지 미용실,I,000,2026-05-09 22:33:29,"서울특별시 중랑구 공릉로 **, *층 (묵동)",,폐업,0002,03,,206880.634847138    ,456972.936464174    ,서울특별시 중랑구 묵동 ***-** ,2022-12-05 14:43:51
3060000,306000004820220013,2022-04-18,,폐업,2023-03-29,,,,0,,02069,멍스테이,I,000,2026-05-09 22:33:29,"서울특별시 중랑구 신내로 **, *층 (신내동)",,폐업,0002,03,0222082296,208382.408445754    ,455786.130233204    ,서울특별시 중랑구 신내동 ***-* ,2023-03-29 17:28:06
3060000,306000004820220015,2022-08-05,,폐업,2023-03-29,,,,0,,02047,눈이부시개,I,000,2026-05-09 22:33:29,"서울특별시 중랑구 동일로***길 **, *층 (중화동)",,폐업,0002,03,024957942,206993.031979321    ,455790.278886248    ,서울특별시 중랑구 중화동 ***-** 서안유치원 ,2023-03-29 15:55:02
3060000,306000004820220019,2022-12-30,,폐업,2025-05-14,,,,0,,02055,나이트레이닝,I,000,2026-05-09 22:33:29,"서울특별시 중랑구 신내역로 ***, 신내우디안프라자 *층 (신내동)",,폐업,0002,03,,209335.711910788    ,457500.72629784     ,서울특별시 중랑구 신내동 *** 신내우디안프라자 ,2025-05-14 14:17:18
3060000,306000004820180004,2018-04-30,,영업/정상,,,,,0,,02131,몽몽이#,I,000,2026-05-09 22:33:27,서울특별시 중랑구 봉우재로 ** (면목동),,정상,0000,01,,206755.677364746    ,454213.759698731    ,서울특별시 중랑구 면목동 ***-* ,2022-04-28 18:11:04
